title,description,imgUrl,price,location
Apple iPhone 12 Pro Max (128GB) BH 85 (Used),"Sylhet, Mobile Phones",https://i.bikroy-st.com/apple-iphone-12-pro-max-128gb-bh-85-used-for-sale-sylhet/f1850d9e-bdbc-443f-aa8c-367175e45462/142/107/cropped.jpg,"Tk 67,500",Sylhet
"OPPO A15 , (Used)","Khulna, Mobile Phones",https://i.bikroy-st.com/oppo-a15-2022-used-for-sale-khulna-23/033259ad-6cd7-4bdd-be4d-afb5f8376623/142/107/cropped.jpg,"Tk 6,000",Khulna
"Symphony , (Used)","Dhaka, Mobile Phones",https://i.bikroy-st.com/symphony-used-for-sale-dhaka-9537/0d73bbd4-3d0d-4cc1-af1c-930e50196236/142/107/cropped.jpg,"Tk 6,000",Dhaka
Nokia G10 4/64 (Used),"Rajshahi, Mobile Phones",https://i.bikroy-st.com/nokia-g10-4-64-phone-used-for-sale-rajshahi/72233395-dfa5-494c-a5d0-a8f34297e2b0/142/107/cropped.jpg,"Tk 8,500",Rajshahi
Xiaomi Redmi 10 2022 4/64. 4GB RAM (Used),"Chattogram, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-10-2022-4-64-4gb-ram-used-for-sale-chattogram/33a4ac78-58e4-4ec1-a4ae-44448d3e8b62/142/107/cropped.jpg,"Tk 9,000",Chattogram
Realme 8 Pro (Used),"Barishal, Mobile Phones",https://i.bikroy-st.com/realme-8-pro-used-for-sale-barishal-112/054c178e-711d-4bb3-94ed-f2b9049f1bda/142/107/cropped.jpg,"Tk 19,500",Barishal
Walton Primo GH9 2020 (Used),"Rajshahi Division, Mobile Phones",https://i.bikroy-st.com/walton-primo-gh9-2020-used-for-sale-rajshahi-division/ac359448-0c52-4c7a-83b7-dcf160845deb/142/107/cropped.jpg,"Tk 4,300",Rajshahi Division
Samsung Galaxy M31 6/64 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-m31-6-64-used-for-sale-dhaka-1125/8fdc51e1-c617-41c5-9178-186ebfc5d18a/142/107/cropped.jpg,"Tk 9,500",Dhaka
Apple iPhone 11 Pro Max 256GB BH93% USA (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/apple-iphone-11-pro-max-256gb-bh93-percent-usa-used-for-sale-dhaka/6132ae3d-d01c-4b5b-9f8a-b1476d1023bb/142/107/cropped.jpg,"Tk 56,000",Dhaka
Infinix Smart 6 Ram 3+64go (Used),"Dhaka Division, Mobile Phones",https://i.bikroy-st.com/infinix-smart-6-ram-364go-used-for-sale-dhaka-division/7bc09dac-344e-4ef4-be51-e78d5f9f0b3a/142/107/cropped.jpg,"Tk 6,200",Dhaka Division
Vivo V23e . (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/vivo-v23e-2022-used-for-sale-dhaka-41/275b44ea-cd13-433c-95fa-cce64a6a1318/142/107/cropped.jpg,"Tk 18,000",Dhaka
Google Pixel 4a 5g 6/128 SD765 dual (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/google-pixel-4a-5g-6-128-sd765-dual-used-for-sale-dhaka/62d1d0c8-c02f-4113-8ed5-5225b85d6905/142/107/cropped.jpg,"Tk 14,999",Dhaka
"Samsung Galaxy A20 , (Used)","Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-a20-used-for-sale-dhaka-5856/b2b6e030-4642-4810-8e65-cac833a96c88/142/107/cropped.jpg,"Tk 5,500",Dhaka
Xiaomi Redmi Note 9 4/64 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-note-9-4-64-used-for-sale-dhaka-1855/a9ebce1a-3a2a-4392-8fa9-3f11477e7ac1/142/107/cropped.jpg,"Tk 7,500",Dhaka
Symphony Z45 4_64 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/symphony-z45-4-64-used-for-sale-dhaka-25/e0e15cd0-3b4c-42dc-bce9-52bd24973dab/142/107/cropped.jpg,"Tk 7,000",Dhaka
Samsung Galaxy F23 . (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-f23-new-used-for-sale-dhaka-17/82c2ec7c-7e2e-4442-90a7-6de5c272806e/142/107/cropped.jpg,"Tk 17,000",Dhaka
Geo T19 . (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/geo-t19-jio-phon-4ji-used-for-sale-dhaka/0903f475-9a4e-4072-a367-7f7bc01b823e/142/107/cropped.jpg,"Tk 1,200",Dhaka
Xiaomi Redmi Note 8 4/64 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-note-8-4-64-used-for-sale-dhaka-7925/a392c007-fd9e-49ba-96bf-9250f5b75b35/142/107/cropped.jpg,"Tk 6,000",Dhaka
Samsung Galaxy J2 (Used),"Chattogram, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-j2-used-for-sale-chattogram-2118/0a9c41aa-1c62-410e-bf75-40c9962cde9a/142/107/cropped.jpg,"Tk 2,000",Chattogram
Samsung Galaxy A12 Official(4-64) (Used),"Dhaka Division, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-a12-official4-64-used-for-sale-dhaka-division/ab3bb073-2782-4954-9ac0-01e23e1053db/142/107/cropped.jpg,"Tk 8,000",Dhaka Division
ORAIMO 10000 MAH POWERBANK,"Rangpur, Mobile Phone Accessories",https://i.bikroy-st.com/oraimo-10000-mah-powerbank-for-sale-rangpur/8210d959-9cc9-45e0-bf2e-2e2097497562/142/107/cropped.jpg,Tk 750,Rangpur
Samsung Galaxy S21 5g 8/128 SD888 dual (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-s21-5g-8-128-sd888-dual-used-for-sale-dhaka-22/8441e3df-058f-4931-92bd-d644ff5f24b5/142/107/cropped.jpg,"Tk 27,500",Dhaka
Xiaomi Poco M2 Pro . (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/xiaomi-poco-m2-pro-valo-used-for-sale-dhaka-5/9c8e065d-004e-43d4-b7ef-ed01b2a13aed/142/107/cropped.jpg,"Tk 9,989",Dhaka
Samsung Galaxy J4 2gb 32gb (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-j4-2gb-ram-32gb-rom-used-for-sale-dhaka-8/c34fd594-0ceb-4ea5-b96c-96526318337e/142/107/cropped.jpg,"Tk 2,600",Dhaka
Vivo Y83 4GB Ram (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/vivo-y83-4gb-ram-used-for-sale-dhaka-1/df11ee78-d61b-45b6-a225-8826bd691c54/142/107/cropped.jpg,"Tk 5,499",Dhaka
Xiaomi Redmi 10 Prime 4GB + 64GB (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-10-prime-ram-4gb-room-64gb-used-for-sale-dhaka/b57ba420-429f-4f95-af4e-5e80af593c65/142/107/cropped.jpg,"Tk 9,500",Dhaka
Realme C31 4gb 64gb (Used),"Dhaka Division, Mobile Phones",https://i.bikroy-st.com/realme-c31-4gb-64gb-md-sabbir-used-for-sale-dhaka-division/904c342c-f411-458e-a02b-c953d2cfe22b/142/107/cropped.jpg,"Tk 9,019",Dhaka Division
Microsoft Lumia 540 1/8 GB (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/microsoft-lumia-540-1-8-used-for-sale-dhaka-4/85049308-8474-4dc2-8582-d4bce4b5ae6b/142/107/cropped.jpg,"Tk 3,500",Dhaka
Apple iPhone 12 Pro Max (Used),"Chattogram, Mobile Phones",https://i.bikroy-st.com/apple-iphone-12-pro-max-used-for-sale-chattogram-452/ee0f794e-456c-49cf-b68f-7e2a5c6bc8be/142/107/cropped.jpg,"Tk 77,999",Chattogram
"Samsung Galaxy S8 Plus , (Used)","Mymensingh, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-s8-plus-full-fresh-no-prblm-used-for-sale-mymensingh/b422f45e-74b7-460d-b8bc-07b4a6c113c0/142/107/cropped.jpg,"Tk 18,000",Mymensingh
Vivo S1 8/128 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/vivo-s1-8-128-used-for-sale-dhaka-23/f68114b1-bd9f-4aee-92d4-dc4f6205a865/142/107/cropped.jpg,"Tk 9,800",Dhaka
Samsung Galaxy J6 Plus (Used),"Mymensingh, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-j6-plus-used-for-sale-mymensingh-30/428d8aa9-8a8c-4eb5-922e-a51464653798/142/107/cropped.jpg,"Tk 4,000",Mymensingh
Itel Vision 1 Pro . (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/itel-vision-1-pro-new-phon-kinbo-tai-used-for-sale-dhaka/122075be-148e-4221-ac9b-26a1ac6c90f3/142/107/cropped.jpg,"Tk 4,000",Dhaka
Xiaomi Redmi Note 9 Pro . (Used),"Chattogram Division, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-note-9-pro-used-for-sale-chattogram-division-351/dbe6e03e-b1d9-4778-b71f-00a5b8852b46/142/107/cropped.jpg,"Tk 13,300",Chattogram Division
Samsung Guru Music 2 . (Used),"Rajshahi Division, Mobile Phones",https://i.bikroy-st.com/samsung-guru-music-2-2021-used-for-sale-rajshahi-division-46/8419842d-95c3-42f3-be48-9af91b24a83e/142/107/cropped.jpg,"Tk 1,450",Rajshahi Division
Samsung Galaxy M11 (Used),"Chattogram, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-m11-used-for-sale-chattogram-106/59476e4c-d461-49c3-a209-a2ef76f3c426/142/107/cropped.jpg,"Tk 6,500",Chattogram
Huawei Nova 3e . (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/huawei-nova-3e-used-for-sale-dhaka-2194/f491235a-a1d3-4d5f-8533-ed3493a690df/142/107/cropped.jpg,"Tk 8,500",Dhaka
REMAX 20000 POWERBANK,"Rangpur, Mobile Phone Accessories",https://i.bikroy-st.com/remax-20000-powerbank-for-sale-rangpur/f8c2f091-4cd8-499c-813f-438825a12503/142/107/cropped.jpg,"Tk 1,000",Rangpur
Infinix smart 7 (Used),"Khulna, Mobile Phones",https://i.bikroy-st.com/china-mobile-infinix-smart-7-used-for-sale-khulna/cf023a7f-9c59-4c72-b143-3de9e71b94f8/142/107/cropped.jpg,"Tk 8,000",Khulna
Watch And Fitness,"Dhaka, Wearables",https://i.bikroy-st.com/watch-and-fitness-for-sale-dhaka/0a4102c5-1b2e-45a7-a504-8c6fde97ec78/142/107/cropped.jpg,"Tk 1,600",Dhaka
30w fast charger,"Dhaka, Mobile Phone Accessories",https://i.bikroy-st.com/30w-fast-charger-for-sale-dhaka-1/e742809a-9e46-4979-b365-1dd4d9b4e1a9/142/107/cropped.jpg,"Tk 1,000",Dhaka
Samsung Galaxy S21 FE 5G 6/128 (Used),"Chattogram Division, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-s21-fe-5g-6-128-used-for-sale-chattogram-division-5/c056fc2b-79bb-4d6d-84b6-7ef19493b463/142/107/cropped.jpg,"Tk 23,500",Chattogram Division
Samsung Galaxy J7 Prime 3/32 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-j7-prime-3-32-used-for-sale-dhaka-1254/f367e1dc-b332-4a9e-9f16-9235a55cbfef/142/107/cropped.jpg,"Tk 4,500",Dhaka
Samsung galaxy a34 5g (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-a3-a34-5g-used-for-sale-dhaka-1/5edf3766-0fdd-4cc5-8277-72230c28b22c/142/107/cropped.jpg,"Tk 38,000",Dhaka
Samsung Galaxy M02 . (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-m02-14y-used-for-sale-dhaka/318d1daf-e043-409c-8042-af6eba72b797/142/107/cropped.jpg,"Tk 2,500",Dhaka
Iphone 12 Original Battery Lagbe,"Rajshahi Division, Mobile Phone Accessories",,,Rajshahi Division
Apple iPhone 11 64GB (Used),"Chattogram, Mobile Phones",https://i.bikroy-st.com/apple-iphone-11-64gb-used-for-sale-chattogram-127/965f4a53-f7a5-46c9-a26a-4998bc69fd9e/142/107/cropped.jpg,"Tk 38,999",Chattogram
Tecno Spark 10 5g 8/128gb (Used),"Rajshahi, Mobile Phones",https://i.bikroy-st.com/tecno-spark-10-5g-8-128gb-used-for-sale-rajshahi-1/d18b6150-c58b-4888-a13f-8f6575383020/142/107/cropped.jpg,"Tk 9,999",Rajshahi
"Walton S8 mini , (Used)","Rajshahi, Mobile Phones",https://i.bikroy-st.com/walton-s8-mini-wolton-used-for-sale-rajshahi/2e95a311-75d6-494a-a42b-9c2823a9c893/142/107/cropped.jpg,"Tk 8,000",Rajshahi
iPhone need,"Khulna, Mobile Phones",,,Khulna
Xiaomi Redmi 9 Power (Used),"Khulna, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-9-power-used-for-sale-khulna-279/46714d8c-608a-46d5-a320-a8f0ba83c9fa/142/107/cropped.jpg,"Tk 8,000",Khulna
Vivo Y02 . (Used),"Dhaka Division, Mobile Phones",https://i.bikroy-st.com/vivo-y02-y02a-used-for-sale-dhaka-division-3/e82c33aa-347a-4e3c-9ab6-4066d27b9324/142/107/cropped.jpg,"Tk 7,000",Dhaka Division
Apple iPhone 12 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/apple-iphone-12-used-for-sale-dhaka-1781/411ddfd0-2ab3-431e-911c-bc40e316c026/142/107/cropped.jpg,"Tk 50,000",Dhaka
Xiaomi Poco X3 Pro 6/128gb (Used),"Rajshahi, Mobile Phones",https://i.bikroy-st.com/xiaomi-poco-x3-pro-6-128gb-indian-phone-used-for-sale-rajshahi-1/abed1b0e-9402-4d3c-a49e-e839b6bd3dc8/142/107/cropped.jpg,"Tk 9,999",Rajshahi
Samsung Galaxy J7 2/16 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-j7-2-16-used-for-sale-dhaka-1314/cd92a15d-ada7-41eb-8318-2351d4e0b4d1/142/107/cropped.jpg,"Tk 2,200",Dhaka
Samsung Galaxy M31 Good (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-m31-good-used-for-sale-dhaka-19/0a8d063b-6941-4e6e-bfb3-13374803bea3/142/107/cropped.jpg,"Tk 9,999",Dhaka
Samsung Galaxy J7 Prime 3/32 (Used),"Rajshahi, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-j7-prime-3-32-used-for-sale-rajshahi-168/9818f198-6426-4d22-be85-3f3b3a609579/142/107/cropped.jpg,"Tk 5,200",Rajshahi
Vivo S1 Pro (Used),"Chattogram Division, Mobile Phones",https://i.bikroy-st.com/vivo-s1-pro-used-for-sale-chattogram-division-128/700fc2c9-94be-4a8f-b6d9-1349beffdf32/142/107/cropped.jpg,"Tk 9,000",Chattogram Division
Realme c55 (Used),"Chattogram Division, Mobile Phones",https://i.bikroy-st.com/realme-c55-used-for-sale-chattogram-division-38/9d05f599-9a1b-4d45-b941-0a231b21a2f7/142/107/cropped.jpg,"Tk 16,000",Chattogram Division
Samsung Galaxy S6 Edge 3/32 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-s6-edge-3-32-used-for-sale-dhaka-450/35e050eb-89ec-4a24-a49e-986e31b71e06/142/107/cropped.jpg,"Tk 4,500",Dhaka
Xiaomi Redmi Note 10 4/64gb (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-note-10-4-64gb-used-for-sale-dhaka-152/1ed16d75-a7d7-40bf-a7e4-16644480a633/142/107/cropped.jpg,"Tk 1,300",Dhaka
iPhone 14pro Max Charger,"Dhaka, Mobile Phone Accessories",https://i.bikroy-st.com/iphone-14pro-max-charger-for-sale-dhaka-1/3361d4ee-2422-4376-8fda-9d9ea5daebb5/142/107/cropped.jpg,"Tk 1,349",Dhaka
Xiaomi Mi Play (Used),"Chattogram, Mobile Phones",https://i.bikroy-st.com/xiaomi-mi-play-used-for-sale-chattogram-74/d7ce8a5b-69fb-4ff8-850e-632e9f7abb6e/142/107/cropped.jpg,"Tk 8,000",Chattogram
Vivo Y85 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/vivo-y85-used-for-sale-dhaka-705/02cfba21-c34a-4535-bed8-6d55986efb88/142/107/cropped.jpg,"Tk 7,800",Dhaka
Google Pixel 6 Pro 12/256 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/google-pixel-6-pro-12-256-used-for-sale-dhaka-41/b09ee49d-fcc3-416b-8d1c-5220f17ac190/142/107/cropped.jpg,"Tk 45,000",Dhaka
Symphony i75 Mobile (Used),"Khulna, Mobile Phones",https://i.bikroy-st.com/symphony-i75-bhaal-used-for-sale-khulna/3101902f-cc39-402c-a49d-89cfa197a0e6/142/107/cropped.jpg,"Tk 2,000",Khulna
Samsung Galaxy M62 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-m62-used-for-sale-dhaka-371/d2821488-c5c1-4f7e-a7d5-cba99c29b6cd/142/107/cropped.jpg,"Tk 8,000",Dhaka
Apple iPhone 12 Pro 128 gb (Used),"Khulna, Mobile Phones",https://i.bikroy-st.com/apple-iphone-12-pro-128-gb-used-for-sale-khulna-21/7a6d1429-9daf-4370-ac0f-d6c3d83248b1/142/107/cropped.jpg,"Tk 63,000",Khulna
Samsung Galaxy A12 ram4 Rom64 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-a12-ram4-rom64-used-for-sale-dhaka-5/5c00795c-1859-4b12-8e76-ee9f07116cbc/142/107/cropped.jpg,"Tk 8,500",Dhaka
Realme 6 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/realme-6-used-for-sale-dhaka-1453/1bee09b3-472b-427a-82f1-ffb988239845/142/107/cropped.jpg,"Tk 9,500",Dhaka
Apple iPhone 14 Pro Max 256 gb (Used),"Khulna, Mobile Phones",https://i.bikroy-st.com/apple-iphone-14-pro-max-256-gb-used-for-sale-khulna-7/4688b3e5-c0fb-4d59-bb7b-8f5f0b943e00/142/107/cropped.jpg,"Tk 123,000",Khulna
Walton Primo GH9 3/32 (Used),"Dhaka, Mobile Phone Accessories",https://i.bikroy-st.com/walton-primo-gh9-3-32-used-for-sale-dhaka-1/ffed59f1-a3c5-4b98-ae7b-4656107ba093/142/107/cropped.jpg,"Tk 2,300",Dhaka
OPPO A12 4+64GB (Used),"Barishal Division, Mobile Phones",https://i.bikroy-st.com/oppo-a12-464gb-used-for-sale-barishal-division/2891ea81-d929-4d08-a900-6d03d7b2e913/142/107/cropped.jpg,"Tk 7,000",Barishal Division
OnePlus 11r. 16/256gb (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/oneplus-11r-16-256gb-used-for-sale-dhaka-4/7219ba5d-75c8-4173-b35b-5ae275690fea/142/107/cropped.jpg,"Tk 42,500",Dhaka
Xiaomi Poco X3 Pro 8/128 (Used),"Rajshahi, Mobile Phones",https://i.bikroy-st.com/xiaomi-poco-x3-pro-8-128-used-for-sale-rajshahi-145/0d06d07d-c194-4e11-ae23-b2a7832d344c/142/107/cropped.jpg,"Tk 7,000",Rajshahi
4 টি প্রডাক্ট একসাথে সেল করবো কম দামে,"Dhaka, Wearables",https://i.bikroy-st.com/4-tti-prddaaktt-eksaathe-sel-krbo-km-daame-for-sale-dhaka/e2d29017-1311-4c79-a2f3-845fab465e47/142/107/cropped.jpg,"Tk 1,800",Dhaka
Infinix Hot 11 Play 4GB RAM 64 ROM (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/infinix-hot-11-play-4gb-ram-64-rom-used-for-sale-dhaka-4/5bd6d2fa-a4bf-466d-9c5d-b5ce990d98c5/142/107/cropped.jpg,"Tk 6,500",Dhaka
Xiaomi Redmi Note 8 . (Used),"Rajshahi, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-note-8-aache-used-for-sale-rajshahi/1459dabe-49a2-4f6c-bc7c-6758ac2ad1a7/142/107/cropped.jpg,"Tk 9,000",Rajshahi
OPPO A7 (4+64). (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/oppo-a7-4644230mah-finger-used-for-sale-dhaka/b85aeb5f-3695-4783-8059-4237079026c1/142/107/cropped.jpg,"Tk 6,900",Dhaka
Itel Mobile (Used),"Chattogram Division, Mobile Phones",https://i.bikroy-st.com/oneplus-nord-ce-5g-8-128-used-for-sale-chattogram-division-29/a512c4ac-f1d7-4bbc-91d3-8dfe6310fb4e/142/107/cropped.jpg,"Tk 4,000",Chattogram Division
Xiaomi Redmi Note 4X (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-note-4x-used-for-sale-dhaka-9362/e910efbb-2b04-4fe4-9caf-a2817de85465/142/107/cropped.jpg,"Tk 3,500",Dhaka
Apple iPhone 13 128gb (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/apple-iphone-13-128gb-used-for-sale-dhaka-285/f6cee6f7-f8d2-40b1-85da-2e698de44cbc/142/107/cropped.jpg,"Tk 61,000",Dhaka
Huawei Mate 30 Pro. 8/256gb (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/huawei-mate-30-pro-8-256gb-used-for-sale-dhaka-66/ebcd7ad7-ce90-4c24-8dac-568439624a2e/142/107/cropped.jpg,"Tk 39,000",Dhaka
Xiaomi Redmi Note 8 . (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-note-8-used-for-sale-dhaka-14022/454d4646-6d9a-4a9a-a4b8-8b50ee55491e/142/107/cropped.jpg,"Tk 9,500",Dhaka
Xiaomi Redmi 10 4/64 (Used),"Dhaka Division, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-10-redme-4-64-used-for-sale-dhaka-division/2d6783fd-c93e-412a-8ade-d03bdb071a55/142/107/cropped.jpg,"Tk 11,000",Dhaka Division
Vivo Y11 (Used),"Chattogram Division, Mobile Phones",https://i.bikroy-st.com/vivo-y11-used-for-sale-chattogram-division-438/a3908b9c-baf6-4113-b3b0-75a63e3ad270/142/107/cropped.jpg,"Tk 6,000",Chattogram Division
OPPO F19 Pro 8+128 GB 𝕠𝕜𝕜 (Used),"Dhaka Division, Mobile Phones",https://i.bikroy-st.com/oppo-f19-pro-8128-gb-used-for-sale-dhaka-division-2/15d5902b-2437-4203-b6a2-67118644239b/142/107/cropped.jpg,"Tk 16,499",Dhaka Division
"Samsung Galaxy A5 , (Used)","Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-a5-2017-used-for-sale-dhaka-893/0849be6b-ebcc-44f2-a390-1d40025e6309/142/107/cropped.jpg,"Tk 6,500",Dhaka
iPhone XS Max Battery,"Dhaka, Mobile Phone Accessories",https://i.bikroy-st.com/iphone-xs-max-battery-for-sale-dhaka-2/0b158c71-e0bc-4618-81d7-2aec3db5054b/142/107/cropped.jpg,Tk 650,Dhaka
Samsung Galaxy A73 8/128gb (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-a73-8-128gb-used-for-sale-dhaka-9/c591ed74-bb76-4cef-a86a-3e603aa17f9b/142/107/cropped.jpg,"Tk 37,000",Dhaka
Symphony i80 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/symphony-i80-used-for-sale-dhaka-52/3f79ce6f-07df-42b8-bb78-2ba2eeeff859/142/107/cropped.jpg,"Tk 6,000",Dhaka
Xiaomi Note 12 Pro 4G 8/256 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/xiaomi-note-12-pro-4g-8-256-used-for-sale-dhaka-1/f7e8d8f5-9825-4da3-a438-e2c0aa500708/142/107/cropped.jpg,"Tk 24,500",Dhaka
OPPO A15 3/32 (Used),"Barishal, Mobile Phones",https://i.bikroy-st.com/oppo-a15-3-32-used-for-sale-barishal-68/6e918b24-06a4-40e0-b240-2d290d7d959a/142/107/cropped.jpg,"Tk 7,600",Barishal
Xiaomi Redmi Note 10s 6/128gb (Used),"Rajshahi, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-note-10s-6-128gb-indian-phone-used-for-sale-rajshahi/ca26571a-21e8-4497-98ed-d8ad1be2fccf/142/107/cropped.jpg,"Tk 8,500",Rajshahi
Apple iPhone 11 128gb . (Used),"Chattogram, Mobile Phones",https://i.bikroy-st.com/apple-iphone-11-128gb-used-for-sale-chattogram-214/e194e092-887b-4af0-a624-89cf1e95a836/142/107/cropped.jpg,"Tk 44,999",Chattogram
Xiaomi Redmi Note 11 8/128 (Used),"Dhaka Division, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-note-11-8-128-used-for-sale-dhaka-division-139/42cd5bae-eae1-4a6f-bc56-20ed233068e9/142/107/cropped.jpg,"Tk 9,800",Dhaka Division
Xiaomi Mi A1 2022 (Used),"Khulna, Mobile Phones",https://i.bikroy-st.com/xiaomi-mi-a1-2022-used-for-sale-khulna/28a2e9b2-3d9a-4735-862c-344cd6aa5d50/142/107/cropped.jpg,"Tk 6,500",Khulna
Samsung button phone (Used),"Khulna, Mobile Phones",https://i.bikroy-st.com/samsung-used-for-sale-khulna-1138/ceead84e-54dc-4a6d-90cd-a0e40483af39/142/107/cropped.jpg,"Tk 1,200",Khulna
Vivo 44 watt flash Charger,"Dhaka, Mobile Phone Accessories",https://i.bikroy-st.com/vivo-44-watt-flash-charger-for-sale-dhaka/58745228-810f-49dd-80af-a756789fefdd/142/107/cropped.jpg,"Tk 1,800",Dhaka
Xiaomi Redmi 11 prime 6gb 128gb (Used),"Rajshahi, Mobile Phones",https://i.bikroy-st.com/xiaomi-redmi-11-prime-6gb-128gb-used-for-sale-rajshahi-1/53c35266-8b88-4e08-b63d-043fbc176439/142/107/cropped.jpg,"Tk 9,999",Rajshahi
Tecno Camon I (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/tecno-camon-i-used-for-sale-dhaka-890/ccc92cc0-eb64-42cb-a25b-673336f5d547/142/107/cropped.jpg,"Tk 5,500",Dhaka
Realme C31 . (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/realme-c31-used-for-sale-dhaka-550/6c62b816-6d30-4b1d-ab29-4d6b63258858/142/107/cropped.jpg,"Tk 9,500",Dhaka
Samsung Galaxy A50 4/64 GB (Used),"Khulna Division, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-a50-4-64-gb-used-for-sale-khulna-division-9/ed0050cb-8182-47a7-965c-4b0cb08d3b3f/142/107/cropped.jpg,"Tk 9,999",Khulna Division
Symphony L136 with charger (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/symphony-l136-with-charger-used-for-sale-dhaka-1/7baeb6f0-35aa-4489-a52c-001a65d4f163/142/107/cropped.jpg,Tk 999,Dhaka
Huawei Nova 2i . (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/huawei-nova-2i-2019-used-for-sale-dhaka-67/ffde8abe-1665-494e-9a4c-883340e6e0a0/142/107/cropped.jpg,"Tk 7,000",Dhaka
Infinix Note 10 6/128 (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/infinix-note-10-6-128-sale-and-exchange-used-for-sale-dhaka/1b0ab3e9-5bc9-489a-9888-8d8ab95c5ff1/142/107/cropped.jpg,"Tk 9,500",Dhaka
Realme GT Neo2 8+128 . (Used),"Dhaka, Mobile Phones",https://i.bikroy-st.com/realme-gt-neo2-8128-used-for-sale-dhaka-16/457eff53-cbb1-422e-874a-6a75cf3dce69/142/107/cropped.jpg,"Tk 28,000",Dhaka
Samsung Galaxy A02 2/16 (Used),"Rajshahi, Mobile Phones",https://i.bikroy-st.com/samsung-galaxy-a02-2-16-used-for-sale-rajshahi/9aacbbd0-526c-457d-815a-405d8413a42e/142/107/cropped.jpg,"Tk 3,599",Rajshahi
